input,target
generate siapa: Raka membayangkan memakai baju astronaut putih.,Siapa yang membayangkan memakai baju astronaut putih?
generate siapa: Raka duduk mengendalikan roket di kursi pilot.,Siapa yang duduk mengendalikan roket di kursi pilot?
generate apa: Raka duduk mengendalikan roket di kursi pilot.,Apa yang Raka dudukkan di kursi pilot?
generate dimana: Raka duduk mengendalikan roket di kursi pilot.,Di mana Raka duduk mengendalikan roket?
generate apa: Mesin roket menyala dengan suara gemuruh api.,Apa yang menyala dengan suara gemuruh api?
generate apa: Roket menembus awan putih.,Apa yang menembus awan putih?
generate apa: Roket menembus awan putih.,Apa yang Roket tembus?
generate apa: Tubuh astronot Raka melayang tanpa beban.,Apa yang melayang tanpa beban?
generate siapa: Raka melihat bola bumi berwarna biru.,Siapa yang melihat bola bumi?
generate siapa: Roket Raka mendekati jalur planet merah.,Siapa yang mendekati jalur planet merah?
generate apa: Roket Raka mendekati jalur planet merah.,Apa yang Roket Raka dekati?
generate siapa: Raka mengemudikan roket untuk menghindari meteor jatuh.,Siapa yang mengemudikan menghindari meteor jatuh?
generate apa: Roket mendarat di permukaan daratan bulan.,Apa yang mendarat di permukaan daratan bulan?
generate dimana: Roket mendarat di permukaan daratan bulan.,Di mana Roket mendarat ?
generate siapa: Raka membuka pintu palka roket perlahan.,Siapa yang membuka pintu palka roket perlahan?
generate apa: Raka membuka pintu palka roket perlahan.,Apa yang Raka buka perlahan?
generate siapa: Raka menjejakkan sepatu di bulan.,Siapa yang menjejakkan sepatu di bulan?
generate apa: Raka menjejakkan sepatu di bulan.,Apa yang Raka jejakkan di bulan?
generate dimana: Raka menjejakkan sepatu di bulan.,Di mana Raka menjejakkan sepatu?
generate siapa: Raka melompat tinggi di udara.,Siapa yang melompat tinggi di udara?
generate dimana: Raka melompat tinggi di udara.,Di mana Raka melompat ?
generate darimana: Gravitasi bulan lebih kecil dari bumi.,Dari mana  Gravitasi ?
generate siapa: Raka menancapkan tiang bendera kertas di tanah bulan.,Siapa yang menancapkan tiang bendera kertas di tanah bulan?
generate apa: Raka menancapkan tiang bendera kertas di tanah bulan.,Apa yang Raka tancapkan di tanah bulan?
generate dimana: Raka menancapkan tiang bendera kertas di tanah bulan.,Di mana Raka menancapkan tiang bendera kertas?
generate siapa: Raka melihat ribuan bintang di angkasa.,Siapa yang melihat ribuan bintang di angkasa?
generate apa: Raka melihat ribuan bintang di angkasa.,Apa yang Raka lihat di angkasa?
generate dimana: Raka melihat ribuan bintang di angkasa.,Di mana Raka melihat ribuan bintang?
generate apa: Seekor alien hijau datang menyapa Raka.,Apa yang datang menyapa Raka?
generate siapa: Seekor alien hijau datang menyapa Raka.,Siapa yang Seekor alien hijau datang?
generate apa: Alien hijau memberi batu bersinar terang.,Apa yang memberi batu?
generate apa: Alien hijau memberi batu bersinar terang.,Apa yang Alien hijau beri?
generate siapa: Raka berterima kasih untuk kado alien tersebut.,Siapa yang berterima kasih untuk kado alien tersebut?
generate apa: Raka berterima kasih untuk kado alien tersebut.,Apa yang Raka terima untuk kado alien tersebut?
generate apa: Alarm jam berbunyi sangat bising di pagi hari.,Apa yang berbunyi sangat bising di pagi hari?
generate kapan: Alarm jam berbunyi sangat bising di pagi hari.,Kapan Alarm jam berbunyi ?
generate dimana: Alarm jam berbunyi sangat bising di pagi hari.,Di mana Alarm jam berbunyi ?
generate siapa: Raka kaget terbangun membuyarkan mimpinya.,Siapa yang kaget terbangun mimpi nya?
generate apa: Raka kaget terbangun membuyarkan mimpinya.,Apa yang Raka kaget?
generate siapa: Raka tersenyum mengingat petualangan seru khayalannya.,Siapa yang tersenyum mengingat petualangan seru khayalan nya?
generate apa: Raka tersenyum mengingat petualangan seru khayalannya.,Apa yang Raka senyum?
generate siapa: Raka bersiap mandi untuk pergi ke sekolah.,Siapa yang bersiap pergi mandi ke sekolah?
generate apa: Raka bersiap mandi untuk pergi ke sekolah.,Apa yang Raka siapi ke sekolah?
generate kemana: Raka bersiap mandi untuk pergi ke sekolah.,Ke mana Raka bersiap pergi mandi?
generate apa: Pelajaran ruang sains membahas tentang waktu bayangan.,Apa yang membahas tentang waktu bayangan?
generate siapa: Guru mengajak siswa menuju lapangan terbuka.,Siapa yang mengajak siswa menuju lapangan terbuka?
generate apa: Guru mengajak siswa menuju lapangan terbuka.,Apa yang Guru ajak menuju lapangan terbuka?
generate apa: Guru membawa alat piring kertas spidol.,Apa yang membawa alat piring kertas spidol?
generate apa: Guru membawa alat piring kertas spidol.,Apa yang Guru bawa?
generate siapa: Guru membawa malam plastisin sedotan plastik.,Siapa yang membawa malam plastisin sedotan plastik?
generate apa: Guru membawa malam plastisin sedotan plastik.,Apa yang Guru bawa?
generate siapa: Guru membagikan alat bahan tiap kelompok.,Siapa yang membagikan alat bahan tiap kelompok?
generate apa: Guru membagikan alat bahan tiap kelompok.,Apa yang Guru bagikan?
generate siapa: Tio membuat proyek jam matahari bersama.,Siapa yang membuat proyek jam matahari bersama?
generate apa: Tio membuat proyek jam matahari bersama.,Apa yang Tio buat bersama?
generate siapa: Tio meletakkan gumpalan plastisin di tengah piring.,Siapa yang meletakkan gumpalan plastisin di tengah piring?
generate apa: Tio meletakkan gumpalan plastisin di tengah piring.,Apa yang Tio letakkan di tengah piring?
generate dimana: Tio meletakkan gumpalan plastisin di tengah piring.,Di mana Tio meletakkan gumpalan plastisin?
generate siapa: Tio menancapkan sedotan lurus menembus plastisin.,Siapa yang menancapkan menembus plastisin?
generate apa: Tio menancapkan sedotan lurus menembus plastisin.,Apa yang Tio tancap?
generate apa: Sedotan tiang harus tegak arah lurus ke langit.,Apa yang harus tegak ke langit?
generate kemana: Sedotan tiang harus tegak arah lurus ke langit.,Ke mana Sedotan tiang harus tegak ?
generate siapa: Mereka meletakkan piring kertas di bawah matahari.,Siapa yang meletakkan piring kertas di bawah matahari?
generate apa: Mereka meletakkan piring kertas di bawah matahari.,Apa yang Mereka letakkan di bawah matahari?
generate dimana: Mereka meletakkan piring kertas di bawah matahari.,Di mana Mereka meletakkan piring kertas?
generate apa: Sinar cahaya matahari menyinari sisi sebelah timur.,Apa yang menyinari sisi timur?
generate apa: Sinar cahaya matahari menyinari sisi sebelah timur.,Apa yang Sinar cahaya matahari sinari?
generate siapa: Sedotan menghasilkan sebuah bayangan piring kertas.,Siapa yang menghasilkan sebuah bayangan piring kertas?
generate apa: Sedotan menghasilkan sebuah bayangan piring kertas.,Apa yang Sedotan hasilkan?
generate siapa: Tio menandai letak bayangan pakai spidol.,Siapa yang menandai letak bayangan?
generate apa: Tio menandai letak bayangan pakai spidol.,Apa yang Tio tandai?
generate siapa: Tio menulis penunjuk tanda waktu tersebut.,Siapa yang menulis penunjuk tanda waktu tersebut?
generate apa: Tio menulis penunjuk tanda waktu tersebut.,Apa yang Tio tulis?
generate apa: Saat ini menunjukkan jam sembilan pagi.,Apa yang menunjukkan jam sembilan pagi?
generate apa: Saat ini menunjukkan jam sembilan pagi.,Apa yang Saat ini tunjukkan?
generate siapa: Satu jam kemudian mereka mengecek piring.,Siapa yang mengecek piring satu jam kemudian?
generate apa: Satu jam kemudian mereka mengecek piring.,Apa yang mereka mengecek satu jam kemudian?
generate apa: Bayangan garis sedotan berpindah posisi sedikit ke kanan.,Apa yang berpindah posisi sedikit ke kanan?
generate apa: Bayangan garis sedotan berpindah posisi sedikit ke kanan.,Apa yang Bayangan garis sedotan pindah sedikit ke kanan?
generate kemana: Bayangan garis sedotan berpindah posisi sedikit ke kanan.,Ke mana Bayangan garis sedotan berpindah posisi?
generate apa: Matahari bola telah bergerak naik lebih tinggi.,Apa yang telah bergerak naik?
generate siapa: Tio kembali menandai letak bayangan baru.,Siapa yang menandai letak bayangan baru kembali?
generate apa: Tio kembali menandai letak bayangan baru.,Apa yang Tio tandai kembali?
generate siapa: Tio menulis angka sepuluh tanda kedua.,Siapa yang menulis angka sepuluh tanda kedua?
generate apa: Tio menulis angka sepuluh tanda kedua.,Apa yang Tio tulis?
generate darimana: Waktu hari dapat diukur panjangnya dari letak bayangan.,Dari mana  dapat diukur panjang nya?
generate apa: Orang zaman dahulu sering menggunakan cara ini.,Apa yang menggunakan cara ini dahulu sering?
generate apa: Orang zaman dahulu sering menggunakan cara ini.,Apa yang Orang zaman gunakan dahulu sering?
generate apa: Siswa sangat antusias pada proyek sains alam.,Apa yang antusias sangat?
generate siapa: Tio membawa hasil jam matahari pulang.,Siapa yang membawa hasil jam matahari?
generate apa: Tio membawa hasil jam matahari pulang.,Apa yang Tio bawa?
generate apa: Luna memiliki toko seperangkat set cat air.,Apa yang memiliki toko seperangkat set cat air?
generate apa: Luna memiliki toko seperangkat set cat air.,Apa yang Luna miliki?
generate apa: Luna ingin melukis pemandangan.,Apa yang ingin melukis pemandangan?
generate apa: Luna ingin melukis pemandangan.,Apa yang Luna lukis?
generate apa: Luna menyiapkan kertas tebal di atas meja.,Apa yang menyiapkan kertas tebal di atas meja?
generate apa: Luna menyiapkan kertas tebal di atas meja.,Apa yang Luna siapkan di atas meja?
generate dimana: Luna menyiapkan kertas tebal di atas meja.,Di mana Luna menyiapkan kertas tebal?
generate apa: Luna mengambil kuas tebal halus di dalam kotak.,Apa yang mengambil kuas tebal halus di dalam kotak?
generate apa: Luna mengambil kuas tebal halus di dalam kotak.,Apa yang Luna ambil di dalam kotak?
generate dimana: Luna mengambil kuas tebal halus di dalam kotak.,Di mana Luna mengambil kuas tebal halus?
generate apa: Luna membasahi permukaan lembar kertas air.,Apa yang membasahi permukaan lembar kertas air?
generate apa: Luna membasahi permukaan lembar kertas air.,Apa yang Luna basahi?
generate apa: Luna mencelupkan kuas ke kotak cat hitam.,Apa yang mencelupkan kuas ke kotak cat hitam?
generate apa: Luna mencelupkan kuas ke kotak cat hitam.,Apa yang Luna celupkan ke kotak cat hitam?
generate kemana: Luna mencelupkan kuas ke kotak cat hitam.,Ke mana Luna mencelupkan kuas?
generate apa: Luna menyapukan kuas warna ke kertas basah.,Apa yang menyapukan kuas warna ke kertas basah?
generate apa: Luna menyapukan kuas warna ke kertas basah.,Apa yang Luna sapukan ke kertas basah?
generate kemana: Luna menyapukan kuas warna ke kertas basah.,Ke mana Luna menyapukan kuas warna?
generate apa: Cat pigmen hitam menyebar membentuk langit kelam.,Apa yang menyebar membentuk langit kelam?
generate apa: Cat pigmen hitam menyebar membentuk langit kelam.,Apa yang Cat pigmen hitam sebar?
generate apa: Luna menambahkan warna nila dan biru tua.,Apa yang menambahkan warna nila?
generate apa: Luna menambahkan warna nila dan biru tua.,Apa yang Luna tambahkan?
generate apa: Luna mengeringkan kertas gambar dengan hawa angin.,Apa yang mengeringkan kertas gambar dengan hawa angin?
generate apa: Luna mengeringkan kertas gambar dengan hawa angin.,Apa yang Luna keringkan dengan hawa angin?
generate apa: Luna mengambil sikat gigi bersih bekas.,Apa yang mengambil sikat gigi bersih bekas?
generate apa: Luna mengambil sikat gigi bersih bekas.,Apa yang Luna ambil?
generate apa: Luna mencelupkan sikat bulu cat putih.,Apa yang mencelupkan sikat bulu cat putih?
generate apa: Luna mencelupkan sikat bulu cat putih.,Apa yang Luna celupkan?
generate apa: Luna mendekatkan sikat jari kertas gambar.,Apa yang mendekatkan sikat jari kertas gambar?
generate apa: Luna mendekatkan sikat jari kertas gambar.,Apa yang Luna dekatkan?
generate apa: Luna menggesek bulu sikat menggunakan jempolnya.,Apa yang Luna gesekkan?
generate apa: Cipratan bintik kecil cat menghujani kertas gambar.,Apa yang menghujani kertas gambar?
generate apa: Cipratan bintik kecil cat menghujani kertas gambar.,Apa yang Cipratan bintik kecil cat hujani?
generate apa: Luna menggambar bulan bentuk sabit di pojok.,Apa yang menggambar bulan bentuk sabit di pojok?
generate apa: Luna menggambar bulan bentuk sabit di pojok.,Apa yang Luna gambar di pojok?
generate dimana: Luna menggambar bulan bentuk sabit di pojok.,Di mana Luna menggambar bulan bentuk sabit?
generate apa: Luna melukis siluet bentuk pohon pinus.,Apa yang melukis siluet bentuk pohon pinus?
generate apa: Luna melukis siluet bentuk pohon pinus.,Apa yang Luna lukis?
generate apa: Lukisan kertas langit berbintang Luna sudah kering.,Apa yang sudah kering?
generate siapa: Ibu memuji lukisan karya anak perempuannya.,Siapa yang memuji lukisan karya anak perempuan nya?
generate apa: Luna mencuci perabotan kuas di wastafel dapur.,Apa yang mencuci perabotan kuas di wastafel dapur?
generate apa: Luna mencuci perabotan kuas di wastafel dapur.,Apa yang Luna cuci di wastafel dapur?
generate dimana: Luna mencuci perabotan kuas di wastafel dapur.,Di mana Luna mencuci perabotan kuas?
generate apa: Luna meletakkan lukisan di meja belajar.,Apa yang meletakkan lukisan di meja belajar?
generate apa: Luna meletakkan lukisan di meja belajar.,Apa yang Luna letakkan di meja belajar?
generate dimana: Luna meletakkan lukisan di meja belajar.,Di mana Luna meletakkan lukisan?
generate siapa: Bobi memiliki keranjang mainan kotak balok.,Siapa yang memiliki keranjang mainan kotak balok?
generate apa: Bobi memiliki keranjang mainan kotak balok.,Apa yang Bobi miliki?
generate siapa: Sore ini Bobi bermain kayu warna-warni.,Siapa yang bermain kayu warna-warni?
generate apa: Sore ini Bobi bermain kayu warna-warni.,Apa yang Bobi main?
generate siapa: Bobi ingin membangun menara yang sangat tinggi.,Siapa yang ingin membangun menara yang sangat tinggi sangat?
generate apa: Bobi ingin membangun menara yang sangat tinggi.,Apa yang Bobi bangun sangat?
generate siapa: Bobi meletakkan tiga balok datar sebagai pondasi.,Siapa yang meletakkan tiga balok datar pondasi?
generate apa: Bobi meletakkan tiga balok datar sebagai pondasi.,Apa yang Bobi letakkan?
generate siapa: Bobi menaruh tiga balok lain di atasnya.,Siapa yang menaruh tiga balok lain di atas nya?
generate apa: Bobi menaruh tiga balok lain di atasnya.,Apa yang Bobi taruh di atas nya?
generate dimana: Bobi menaruh tiga balok lain di atasnya.,Di mana Bobi menaruh tiga balok lain?
generate apa: Menara balok tumbuh menjulang ke arah atas.,Apa yang tumbuh ke arah atas?
generate kemana: Menara balok tumbuh menjulang ke arah atas.,Ke mana Menara balok tumbuh ?
generate siapa: Bobi menambahkan balok bulat silinder bertingkat.,Siapa yang menambahkan balok bulat silinder bertingkat?
generate apa: Bobi menambahkan balok bulat silinder bertingkat.,Apa yang Bobi tambahkan?
generate apa: Tangan jari Bobi menyusun kayu dengan sangat hati-hati.,Apa yang menyusun kayu dengan hati-hati sangat hati-hati?
generate apa: Tangan jari Bobi menyusun kayu dengan sangat hati-hati.,Apa yang Tangan jari Bobi susun dengan hati-hati sangat hati-hati?
generate apa: Menara pucuk kayu melebihi tinggi kepala Bobi.,Apa yang melebihi kepala Bobi tinggi?
generate siapa: Menara pucuk kayu melebihi tinggi kepala Bobi.,Siapa yang Menara pucuk kayu lebihi tinggi?
generate siapa: Bobi menambahkan kotak kuning di atas.,Siapa yang menambahkan kotak kuning di atas?
generate apa: Bobi menambahkan kotak kuning di atas.,Apa yang Bobi tambahkan di atas?
